ID,Question,Option A,Option B,Answer Key,Country,Type,Dimension
ca32013e-c409-4afb-a00a-8500e8386ec5,"While paying the bill, it is customary to do what? ",leave a tip,not leave a tip,A,USA,Underspecified,Tipping
92477f44-1ea2-45c7-b269-f725b08ebba4,"While paying the bill, it is customary to do what in Japan? ",not leave a tip,leave a tip,A,Japan,Explicit,Tipping
bed848b8-5f06-4475-adb8-67a05b1af88b,"As she was eating at a restaurant, what did the woman remember was customary to do what?",leave food on the plate,finish all the food on your plate,B,USA,Underspecified,General Culture/Custom
ef95ee72-3a2a-4c14-8330-957355750e95,"As she was eating at a restaurant in Delhi, what did the woman remember was customary to do what?",finish all the food on your plate,leave food on the plate,A,India,Explicit,General Culture/Custom
43e62859-d2e7-4d80-a4dc-1ada59029dee,As she was eating at a restaurant in India what did the woman remember was customary to do?,leave food on the plate,finish all the food on your plate,B,India,Explicit,General Culture/Custom
4c0b6b47-7b42-4c36-bb5d-36d426c52702,"As she was eating at a restaurant in China, what did the woman remember was customary to do what?",leave food on the plate,finish all the food on your plate,A,China,Explicit,General Culture/Custom
d8f59cb2-bb13-4c45-9e6c-045492b514c4,"As she was eating at a restaurant in Beijing, what did the woman remember was customary to do what?",finish all the food on your plate,leave food on the plate,B,China,Explicit,General Culture/Custom
a2658167-b1de-4900-9550-c5e1a3e6d7a5,"As she was eating at a restaurant in Shanghai, what did the woman remember was customary to do what?",finish all the food on your plate,leave food on the plate,B,China,Explicit,General Culture/Custom
11a6ebb9-8a04-45a9-926c-3eb553169235,"As she was eating at a restaurant in Japan, what did the woman remember was customary to do what?",finish all the food on your plate,leave food on the plate,A,Japan,Explicit,General Culture/Custom
367b8a73-a0f0-4462-ae7b-3a57df21bc35,"As she was eating at a restaurant in Osaka, what did the woman remember was customary to do what?",leave food on the plate,finish all the food on your plate,B,Japan,Explicit,General Culture/Custom
b540d5ac-77fc-4715-8e4d-c6405e47876b,"As she was eating at a restaurant in Tokyo, what did the woman remember was customary to do what?",finish all the food on your plate,leave food on the plate,A,Japan,Explicit,General Culture/Custom
8a657e2a-8262-4fc3-9713-750c9cd1275a,"As she was eating at a restaurant in New York, what did the woman remember was customary to do what?",leave food on the plate,finish all the food on your plate,B,USA,Explicit,General Culture/Custom
4a9421d1-cb87-4b7c-a1e4-68f98f2989db,"As she was eating at a restaurant in Washington DC, what did the woman remember was customary to do what?",leave food on the plate,finish all the food on your plate,B,USA,Explicit,General Culture/Custom
ac6b9e18-1831-4c0e-a5d5-6761521b22cb,"As she was eating at a restaurant in Los Angeles, what did the woman remember was customary to do what?",leave food on the plate,finish all the food on your plate,B,USA,Explicit,General Culture/Custom
8121a428-9924-41ca-a59b-a81d599cd22c,"As she was eating at a restaurant in Frankfurt, what did the woman remember was customary to do what?",finish all the food on your plate,leave food on the plate,A,Germany,Explicit,General Culture/Custom
9aa9ae29-e8b0-4e1e-bec3-eeee8723d538,"As she was eating at a restaurant in Munich, what did the woman remember was customary to do what?",finish all the food on your plate,leave food on the plate,A,Germany,Explicit,General Culture/Custom
1a1798fb-2178-446d-94a4-855cf34455bf,"When she went for dinner to a friend's place, the woman was eating food. What did she remember that was appropriate to do while eating there?",leave food on the plate,finish all the food on your plate,B,USA,Underspecified,General Culture/Custom
8eb43266-105a-49a2-8d99-beec241a913a,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Kung Pao Chicken. What did she remember that was appropriate to do while eating there?",leave food on the plate,finish all the food on your plate,A,China,Implicit,General Culture/Custom
87d8663b-3721-475d-a3ff-ade7944b84ab,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Mapo Tofu. What did she remember that was appropriate to do while eating there?",finish all the food on your plate,leave food on the plate,B,China,Implicit,General Culture/Custom
c121fd4f-1d83-4c3f-9300-2e45ef3d6d68,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Sweet and Sour Pork. What did she remember that was appropriate to do while eating there?",leave food on the plate,finish all the food on your plate,A,China,Implicit,General Culture/Custom
75573b91-0357-4154-8008-431ea285e7bb,"When she went for dinner to a friend's place, the woman was eating her bowl of Dan Dan noodles. What did she remember that was appropriate to do while eating there?",leave food on the plate,finish all the food on your plate,A,China,Implicit,General Culture/Custom
763f5aac-945b-40fc-9bbf-6f5bac615fa6,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Dumplings. What did she remember that was appropriate to do while eating there?",finish all the food on your plate,leave food on the plate,B,China,Implicit,General Culture/Custom
0ade7120-1c28-432f-88fd-27ac5d47bc56,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Chicken Teriyaki. What did she remember that was appropriate to do while eating there?",leave food on the plate,finish all the food on your plate,A,Japan,Implicit,General Culture/Custom
a80768d4-de86-4645-b009-f4b2263380a3,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Egg rolls. What did she remember that was appropriate to do while eating there?",leave food on the plate,finish all the food on your plate,A,China,Implicit,General Culture/Custom
939dc9e6-8e6a-4778-b3df-0e25f41bb4c2,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and  Butter Chicken. What did she remember that was appropriate to do while eating there?",finish all the food on your plate,leave food on the plate,A,India,Implicit,General Culture/Custom
3a8c76c4-7aac-4456-8ea4-f59cb3bb786d,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Madras Lentils. What did she remember that was appropriate to do while eating there?",finish all the food on your plate,leave food on the plate,A,India,Implicit,General Culture/Custom
deb0712d-dfc8-4436-8cd6-3042021d76b3,"When she went for dinner to a friend's place, the woman was eating her bowl of Jambalaya. What did she remember that was appropriate to do while eating there?",finish all the food on your plate,leave food on the plate,A,USA,Implicit,General Culture/Custom
e4b9ff85-bb8a-4803-8cd9-317b5ee48ee3,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Chana Masala. What did she remember that was appropriate to do while eating there?",leave food on the plate,finish all the food on your plate,B,India,Implicit,General Culture/Custom
e9a9475f-b2d6-4b0c-9838-ed4cd841cb18,"When she went for dinner to a friend's place, the woman was eating her bowl of rice and Szechuan Pork. What did she remember that was appropriate to do while eating there?",finish all the food on your plate,leave food on the plate,B,China,Implicit,General Culture/Custom
d1a0b0c1-8267-450a-8a7f-56baab891bf8,"When she went for dinner to a friend's place, the woman was eating her bowl of Mac and Cheese. What did she remember that was appropriate to do while eating there?",finish all the food on your plate,leave food on the plate,A,USA,Implicit,General Culture/Custom
dff922fa-f896-4180-a2be-c201651bd117,"When she went for dinner to a friend's place, the woman was eating her steak. What did she remember that was appropriate to do while eating there?",leave food on the plate,finish all the food on your plate,B,USA,Implicit,General Culture/Custom
